length,multiplicity,first_sorted_step,padded,area_under_entropy_curve,halfway_information_removed,maximum_step_gain,gain_unevenness,normalized_gain_entropy,curvature,stall_fraction,curve_1,curve_2,curve_3,curve_4,curve_5,curve_6,curve_7,trajectory_pc1,trajectory_pc2
6,48,6,False,0.48915282455251696,0.5226303649818855,0.2181042919855315,0.031270465213567425,0.9904896899398097,0.12004986038499224,0.0,0.8364217810108173,0.7091942773525542,0.5967120437725342,0.4773696350181145,0.37363868202178274,0.2696729802046415,0.15021319703970806,2.9978064080442475,2.8811916596497387
6,48,6,False,0.4875307619377902,0.5226303649818855,0.2181042919855315,0.02897834885988015,0.9916590180544308,0.12198382561946364,0.0,0.8364217810108173,0.7091942773525542,0.5967120437725342,0.4773696350181145,0.38335854780694245,0.26448237983751594,0.13270743070386004,2.9608844615931647,2.9732055233312056
6,24,6,False,0.4886848175090147,0.5226303649818855,0.21810429198553155,0.041398730332454316,0.9822903244063698,0.16117305113122904,0.0,0.8364217810108173,0.7091942773525542,0.5967120437725342,0.4773696350181145,0.3580272262635314,0.26817535766543427,0.1635782189891486,2.964140900225649,2.8469921110863767
6,24,6,False,0.47675800314381567,0.5226303649818855,0.2181042919855315,0.0255853977377403,0.9937298056413012,0.08831959092638338,0.0,0.8364217810108173,0.7091942773525542,0.5967120437725342,0.4773696350181145,0.3580272262635314,0.23000955169679732,0.10632951003619322,2.6033508176681903,3.287805735205342
6,24,6,False,0.4997608081377848,0.5226303649818855,0.21810429198553155,0.0446672322378812,0.9785591592820797,0.20852148085412325,0.0,0.8364217810108173,0.7091942773525542,0.5967120437725342,0.4773696350181145,0.411191981281628,0.30361852767749864,0.1635782189891486,3.3656281813829207,2.612997784498829
6,24,6,False,0.49332939391168307,0.5226303649818855,0.2181042919855315,0.04374938771309542,0.9792601923197501,0.21289697406134034,0.0,0.8364217810108173,0.7091942773525542,0.5967120437725342,0.4773696350181145,0.411191981281628,0.2830380021539729,0.13270743070386004,3.1710757721187095,2.850702080584005
6,24,6,False,0.4742117577862252,0.5226303649818855,0.2181042919855315,0.02547320573989248,0.9937870097823553,0.09541301473494986,0.0,0.8364217810108173,0.7091942773525542,0.5967120437725342,0.4773696350181145,0.3458052485470972,0.22186156655250788,0.10632951003619322,2.511053418722862,3.3415983924714494
6,24,6,False,0.4797071579253225,0.5226303649818855,0.2181042919855315,0.02907635661888135,0.9915950000654855,0.12173315237604693,0.0,0.8364217810108173,0.7091942773525542,0.5967120437725342,0.4773696350181145,0.3458052485470972,0.23944684699761912,0.13270743070386004,2.6772910920161093,3.1384890644376595
6,24,6,False,0.5063921313598052,0.4362085839710971,0.21810429198553158,0.07884325996890867,0.8923123370353191,0.33161144529477776,0.16666666666666666,0.8364217810108173,0.6728435620216686,0.5637914160289029,0.5637914160289029,0.4547392700360825,0.30933640871237655,0.15021319703970806,3.6136098404068004,2.160398128061438
6,36,6,False,0.4791290948616001,0.5816114452948575,0.21810429198553158,0.07884325996890867,0.8923123370353191,0.33161144529477776,0.16666666666666666,0.8364217810108173,0.6728435620216686,0.5274407006979628,0.4183885547051424,0.4183885547051424,0.30933640871237655,0.15021319703970806,2.4777534882810586,1.8197308417985631
6,24,6,False,0.46626626640943064,0.5816114452948575,0.21810429198553155,0.053604516147709724,0.9697928663133035,0.17694324093858926,0.0,0.8364217810108173,0.6728435620216686,0.5274407006979628,0.4183885547051424,0.34328195618528834,0.26817535766543427,0.1635782189891486,1.9947951528873313,2.0473875899677365
6,24,6,False,0.4543394520442316,0.5816114452948575,0.2181042919855315,0.042593448506656126,0.9812323475482352,0.15439559523445565,0.0,0.8364217810108173,0.6728435620216686,0.5274407006979628,0.4183885547051424,0.34328195618528834,0.23000955169679732,0.10632951003619322,1.6340050703298732,2.488201214086702
6,60,6,False,0.4450502992388608,0.5816114452948575,0.21810429198553158,0.07884325996890867,0.8923123370353191,0.3227014306617081,0.16666666666666666,0.8364217810108173,0.6728435620216686,0.5274407006979628,0.4183885547051424,0.25481033571599365,0.20028426271961083,0.15021319703970806,1.2424506193757587,2.5396885503166873
6,72,5,True,0.41375588318892165,0.5816114452948575,0.21810429198553158,0.07884325996890867,0.8923123370353191,0.2726303649818056,0.16666666666666666,0.8364217810108173,0.6728435620216686,0.5274407006979628,0.4183885547051424,0.25481033571599365,0.10014213135980536,0.0,0.29578417479774044,3.6963264027437783
6,24,6,False,0.4798977846585537,0.5089100146328684,0.21810429198553155,0.05948476178373959,0.960398216325307,0.2908057226476298,0.0,0.8364217810108173,0.6728435620216686,0.54561605836346,0.4910899853671316,0.3614573138507856,0.26817535766543427,0.1635782189891486,2.562723328951053,2.217721233099429
6,24,6,False,0.46797097029335466,0.5089100146328684,0.2181042919855315,0.049791511211524205,0.9718376975602385,0.2110920872682753,0.0,0.8364217810108173,0.6728435620216686,0.54561605836346,0.4910899853671316,0.3614573138507856,0.23000955169679732,0.10632951003619322,2.2019332463935943,2.6585348572183944
6,24,6,False,0.49554499268352326,0.5089100146328684,0.21810429198553155,0.06674149360852552,0.9485618421183525,0.21810429198564052,0.0,0.8364217810108173,0.6728435620216686,0.54561605836346,0.4910899853671316,0.4365639123706397,0.3182464233453369,0.1635782189891486,3.129910068106398,1.887154150885801
